Name,Rank,Category,Followers,Audience Country,Authentic Engagement,Engagement Avg.,Engagement Rate,Fake Score,Trust Score,Anomaly
_jeongjaehyun,123,Unknown,12100000.0,Indonesia,2100000.0,2700000.0,17.355371900826448,0,100,1
ladygaga,124,MusicCinema & Actors/actresses,53100000.0,United States,426500.0,598800.0,0.803201506591337,50,50,1
kritisanon,125,Modeling,49700000.0,India,538600.0,626900.0,1.083702213279678,0,100,1
hoooooyeony,126,Lifestyle,23400000.0,South Korea,1000000.0,1300000.0,4.273504273504273,0,100,1
mrbeast,127,ShowsHumor & Fun & Happiness,19000000.0,United States,1200000.0,1600000.0,6.315789473684211,0,100,1
rosalia.vt,128,Music,20900000.0,Spain,1100000.0,1500000.0,5.263157894736842,0,100,1
shakira,129,Music,75600000.0,India,294000.0,400300.0,0.3888888888888889,50,50,1
pewdiepie,130,Computers & Gadgets,21900000.0,United States,1100000.0,1400000.0,5.0228310502283104,0,100,1
hrithikroshan,131,Cinema & Actors/actresses,43500000.0,India,540900.0,684000.0,1.2434482758620689,0,100,1
madelyncline,132,Cinema & Actors/actresses,12600000.0,United States,1600000.0,2400000.0,12.698412698412698,0,100,1
hazardeden_10,133,Sports with a ball,27000000.0,Spain,680800.0,1100000.0,2.5214814814814814,0,100,1
shraddhakapoor,134,Cinema & Actors/actresses,73400000.0,India,349000.0,403700.0,0.4754768392370572,50,50,1
vinijr,135,Sports with a ball,21300000.0,Brazil,806700.0,1400000.0,3.7873239436619714,0,100,1
emrata,136,Modeling,29500000.0,United States,606100.0,967700.0,2.054576271186441,0,100,1
lanarhoades,137,LifestyleModeling,16800000.0,United States,1000000.0,1700000.0,5.952380952380952,0,100,1
britneyspears,138,Music,41600000.0,United States,494600.0,685600.0,1.1889423076923078,0,100,1
maluma,139,Music,62700000.0,Italy,294200.0,452100.0,0.4692185007974482,50,50,1
beingsalmankhan,140,Cinema & Actors/actressesArt/Artists,53000000.0,India,417300.0,534900.0,0.7873584905660378,50,50,1
luisitocomunica,141,Humor & Fun & HappinessClothing & Outfits,32299999.999999996,Mexico,643500.0,852100.0,1.9922600619195048,0,100,1
natgeo,142,Nature & landscapesSciencePhotography,232200000.0,United States,91400.0,117800.0,0.03936261843238587,80,20,-1
madisonbeer,143,Music,31800000.0,United States,571300.0,852400.0,1.7965408805031446,0,100,1
jacquelinef143,144,Cinema & Actors/actresses,62200000.0,India,347800.0,424300.0,0.5591639871382637,50,50,1
garethbale11,145,Sports with a ball,47800000.0,Spain,342300.0,538600.0,0.7161087866108786,50,50,1
norafatehi,146,Cinema & Actors/actressesMusicShows,41200000.0,India,507000.0,625700.0,1.2305825242718447,0,100,1
sabrinacarpenter,147,Music,27400000.0,Brazil,756600.0,928800.0,2.7613138686131387,0,100,1
marcelotwelve,148,Sports with a ball,57200000.0,Spain,300900.0,446200.0,0.526048951048951,50,50,1
rohittt_09_,149,ShowsLifestyle,23600000.0,India,753100.0,1100000.0,3.191101694915254,0,100,1
jasonstatham,150,Cinema & Actors/actresses,30700000.0,Iran,549900.0,811900.0,1.7912052117263841,0,100,1
thedeverakonda,151,Cinema & Actors/actresses,16000000.0,India,1300000.0,1600000.0,8.125,0,100,1
theestallion,152,Music,29100000.0,United States,486600.0,850200.0,1.6721649484536083,0,100,1
theweeknd,153,Music,40300000.0,United States,446600.0,607000.0,1.1081885856079405,0,100,1
shahidkapoor,154,Cinema & Actors/actresses,35300000.0,India,608700.0,688500.0,1.7243626062322948,0,100,1
elrubiuswtf,155,Computers & Gadgets,17000000.0,Mexico,1300000.0,1400000.0,7.647058823529412,0,100,1
annehathaway,156,Cinema & Actors/actresses,24400000.0,United States,737600.0,972300.0,3.0229508196721313,0,100,1
sydney_sweeney,157,LifestyleCinema & Actors/actresses,13600000.0,United States,923900.0,1700000.0,6.793382352941177,0,100,1
erling.haaland,158,LifestyleSports with a ball,17100000.0,Brazil,909800.0,1400000.0,5.32046783625731,0,100,1
lewishamilton,159,Racing Sports,29000000.0,Brazil,553700.0,793700.0,1.909310344827586,0,100,1
hegdepooja,160,Cinema & Actors/actresses,20700000.0,India,961100.0,1100000.0,4.642995169082126,0,100,1
luissuarez9,161,Sports with a ball,44100000.0,Brazil,347400.0,520799.99999999994,0.7877551020408163,50,50,1
championsleague,162,Sports with a ball,95700000.0,Brazil,175800.0,237700.0,0.18369905956112853,50,50,1
433,163,Sports with a ball,50800000.0,Spain,266700.0,441300.0,0.525,50,50,1
eminem,164,Cinema & Actors/actressesMusic,36200000.0,Iran,481300.0,621400.0,1.3295580110497238,0,100,1
rohitsharma45,165,Sports with a ballLifestyle,24400000.0,India,810300.0,914300.0,3.320901639344262,0,100,1
zkdlin,166,Music,14100000.0,Indonesia,1300000.0,1600000.0,9.219858156028367,0,100,1
sidhu_moosewala,167,Unknown,10800000.0,India,1700000.0,2100000.0,15.74074074074074,0,100,1
jichangwook,168,Cinema & Actors/actresses,20600000.0,Indonesia,836500.0,1100000.0,4.060679611650485,0,100,1
jamesrodriguez10,169,Sports with a ball,49800000.0,Colombia,286100.0,436900.0,0.5744979919678715,50,50,1
na.jaemin0813,170,Unknown,9800000.0,Indonesia,1800000.0,2300000.0,18.367346938775512,0,100,-1
greeicy,171,ShowsCinema & Actors/actresses,21200000.0,Colombia,753500.0,1000000.0,3.5542452830188678,0,100,1
emmachamberlain,172,LifestyleShows,15900000.0,United States,873500.0,1300000.0,5.493710691823899,0,100,1
evaluna,173,FamilyMusic,20700000.0,Argentina,744100.0,1000000.0,3.5946859903381645,0,100,1
henrycavill,174,Cinema & Actors/actresses,21300000.0,Brazil,826500.0,1000000.0,3.880281690140845,0,100,1
carlinhosmaiaof,175,Lifestyle,25800000.0,Brazil,457400.0,837000.0,1.7728682170542636,0,100,1
domelipa,176,Lifestyle,18900000.0,Mexico,915500.0,1100000.0,4.843915343915344,0,100,1
saraalikhan95,177,Cinema & Actors/actresses,40700000.0,India,424300.0,518299.99999999994,1.0425061425061424,0,100,1
m10_official,178,Sports with a ball,24500000.0,Turkey,617100.0,866600.0,2.5187755102040814,0,100,1
cznburak,179,Food & Cooking,37000000.0,Turkey,418500.0,566200.0,1.131081081081081,0,100,1
imhyoseop,180,Lifestyle,8500000.0,Indonesia,2100000.0,2500000.0,24.705882352941178,0,100,-1
vancityreynolds,181,Cinema & Actors/actresses,44500000.0,United States,362300.0,467900.0,0.8141573033707865,50,50,1
stephencurry30,182,Sports with a ballFamily,44700000.0,United States,344300.0,462100.0,0.7702460850111857,50,50,1
strangerthingstv,183,Cinema & Actors/actressesShows,20500000.0,Brazil,727500.0,974000.0,3.5487804878048776,0,100,1
justintimberlake,184,MusicArt/ArtistsCinema & Actors/actresses,65500000.0,United States,226500.0,299500.0,0.34580152671755726,50,50,1
feliciathegoat,185,Music,13000000.0,United States,911400.0,1500000.0,7.01076923076923,0,100,1
haileesteinfeld,186,Cinema & Actors/actresses,19100000.0,United States,796200.0,1000000.0,4.168586387434555,0,100,1
lukamodric10,187,Sports with a ball,24300000.0,Spain,537800.0,787400.0,2.2131687242798357,0,100,1
renebaebae,188,LifestyleModeling,10700000.0,Indonesia,1500000.0,1800000.0,14.018691588785046,0,100,1
do0_nct,189,Lifestyle,10300000.0,Indonesia,1400000.0,1800000.0,13.592233009708737,0,100,1
paulpogba,190,Sports with a ball,54700000.0,Brazil,190800.0,339500.0,0.3488117001828154,50,50,1
heybiblee,191,Modeling,14400000.0,Indonesia,926600.0,1300000.0,6.434722222222222,0,100,1
sergioramos,192,Sports with a ball,52300000.0,Spain,222100.0,343000.0,0.4246653919694073,50,50,1
nattinatasha,193,MusicCinema & Actors/actresses,35900000.0,Mexico,417900.0,502200.0,1.164066852367688,0,100,1
thinkaboutzu,194,Unknown,6600000.0,United States,0.0,2800000.0,0.0,50,50,1
awez_darbar,195,ShowsHumor & Fun & Happiness,21400000.0,India,694600.0,831400.0,3.245794392523364,0,100,1
bizarrap,196,Music,13500000.0,Argentina,1100000.0,1300000.0,8.148148148148149,0,100,1
nina,197,Cinema & Actors/actresses,25700000.0,Brazil,479900.0,687600.0,1.8673151750972763,0,100,1
leedongwook_official,198,Cinema & Actors/actresses,14600000.0,Indonesia,904600.0,1200000.0,6.195890410958905,0,100,1
_imyour_joy,199,Lifestyle,14000000.0,Indonesia,1000000.0,1200000.0,7.142857142857142,0,100,1
bambam1a,200,Music,16600000.000000002,Brazil,840200.0,1100000.0,5.0614457831325295,0,100,1
anuel,201,Music,28800000.0,Spain,399200.0,613700.0,1.386111111111111,0,100,1
momo,202,Modeling,6900000.0,Turkey,1700000.0,2600000.0,24.637681159420293,0,100,-1
momo,203,Unknown,6900000.0,Turkey,1700000.0,2600000.0,24.637681159420293,0,100,-1
zidane,204,Sports with a ball,33100000.0,Spain,379800.0,517900.0,1.1474320241691842,0,100,1
marshmello,205,Unknown,29400000.0,Unknown,0.0,579200.0,0.0,50,50,1
hardikpandya93,206,Sports with a ball,21700000.0,India,625400.0,784100.0,2.882027649769585,0,100,1
sza,207,Music,12300000.0,United States,819700.0,1400000.0,6.664227642276423,0,100,1
zachking,208,ShowsHumor & Fun & Happiness,24700000.0,Indonesia,447000.0,687700.0,1.8097165991902833,0,100,1
anitta,209,Music,62900000.0,Brazil,145800.0,269500.0,0.23179650238473767,50,50,1
liluzivert,210,Music,16100000.000000002,United States,568500.0,1000000.0,3.5310559006211175,0,100,1
kartikaaryan,211,Cinema & Actors/actresses,25500000.0,India,523299.99999999994,651000.0,2.0521568627450977,0,100,1
louist91,212,Music,18500000.0,Brazil,658400.0,901100.0,3.5589189189189194,0,100,1
nehakakkar,213,Music,70400000.0,India,199600.0,231800.0,0.28352272727272726,50,50,1
iamhalsey,214,Music,30100000.0,United States,410000.0,539000.0,1.3621262458471761,0,100,1
thenameisyash,215,Cinema & Actors/actresses,10900000.0,India,1300000.0,1500000.0,11.926605504587156,0,100,1
davidbeckham,216,FamilySports with a ball,74500000.0,India,169000.0,217100.0,0.22684563758389262,50,50,1
marshmello,217,Music,29400000.0,Unknown,0.0,547600.0,0.0,50,50,1
janhvikapoor,218,LifestyleCinema & Actors/actresses,17700000.0,India,762300.0,910200.0,4.306779661016949,0,100,1
lilbaby,219,Music,19800000.0,United States,442100.0,815800.0,2.232828282828283,0,100,1
onyourm__ark,220,Lifestyle,9000000.0,Indonesia,1400000.0,1800000.0,15.555555555555555,0,100,1
bbrightvc,221,Cinema & Actors/actresses,15500000.0,Indonesia,851200.0,1000000.0,5.491612903225807,0,100,1
serna_amini,222,Unknown,9100000.0,Iran,1300000.0,1800000.0,14.285714285714285,0,100,1
riaricis1795,223,Lifestyle,31300000.0,Indonesia,412300.0,504400.0,1.3172523961661342,0,100,1
hannahstocking,224,Modeling,22100000.0,United States,493500.0,699800.0,2.233031674208145,0,100,1
iansomerhalder,225,Cinema & Actors/actresses,23100000.0,United States,447000.0,668300.0,1.9350649350649352,0,100,1
somsomi0309,226,Music,15100000.0,Indonesia,808800.0,1000000.0,5.356291390728477,0,100,1
mirella,227,Music,27200000.0,Brazil,265400.0,560600.0,0.975735294117647,50,50,1
iamferv,228,LifestyleArt/Artists,10000000.0,Mexico,1100000.0,1500000.0,11.0,0,100,1
skuukzky,229,Clothing & OutfitsMusic,17900000.0,Indonesia,678700.0,837200.0,3.7916201117318438,0,100,1
anushkasen0408,230,Cinema & Actors/actresses,38000000.0,India,336700.0,393200.0,0.8860526315789473,50,50,1
kunaguero,231,Sports with a ball,23500000.0,Argentina,363400.0,628400.0,1.5463829787234042,0,100,1
psg,232,Sports with a ball,61200000.0,Brazil,143200.0,240500.0,0.2339869281045752,50,50,1
mr_faisu_07,233,ModelingCinema & Actors/actresses,27900000.0,India,418700.0,535500.0,1.5007168458781361,0,100,1
larasilva,234,ShowsAdult content,17400000.0,Brazil,551200.0,850100.0,3.1678160919540232,0,100,1
paulolondra,235,Music,13800000.0,Argentina,678800.0,1100000.0,4.918840579710145,0,100,1
winmetawin,236,Lifestyle,13800000.0,Philippines,938200.0,1100000.0,6.798550724637681,0,100,1
taeoxo_nct,237,Lifestyle,9400000.0,Indonesia,1200000.0,1600000.0,12.76595744680851,0,100,1
tinistoessel,238,Music,18300000.0,Argentina,592300.0,793700.0,3.2366120218579235,0,100,1
klrahul,239,Sports with a ball,12900000.0,India,872100.0,1100000.0,6.76046511627907,0,100,1
hero_ft,240,Cinema & Actors/actressesModeling,7600000.0,Brazil,1200000.0,1900000.0,15.789473684210526,0,100,1
johnnyjsuh,241,LifestyleMusic,8700000.0,Indonesia,1300000.0,1600000.0,14.942528735632186,0,100,1
carryminati,242,Computers & GadgetsMachinery & Technologies,15900000.0,India,752500.0,885800.0,4.732704402515724,0,100,1
jessicah_o,243,Music,12100000.0,United States,909200.0,1200000.0,7.514049586776859,0,100,1
samoylovaoxana,244,FamilyLifestyle,15200000.0,Russia,679400.0,923300.0,4.469736842105263,0,100,1
colesprouse,245,Modeling,36000000.0,United States,292100.0,382500.0,0.8113888888888889,50,50,1
tigerjackieshroff,246,Cinema & Actors/actresses,35400000.0,India,315200.0,385900.0,0.8903954802259887,50,50,1
m.by__sana,247,Unknown,6300000.0,United States,0.0,2200000.0,0.0,50,50,1
holyhaein,248,Unknown,10200000.0,Indonesia,1100000.0,1300000.0,10.784313725490197,0,100,1
manurios,249,Shows,11100000.0,Mexico,711700.0,1200000.0,6.411711711711712,0,100,1
mina_sr_my,250,Unknown,5600000.0,United States,0.0,2400000.0,0.0,50,50,1
juandediospantoja,251,MusicArt/ArtistsCinema & Actors/actresses,22300000.0,Mexico,517700.00000000006,591200.0,2.3215246636771303,0,100,1
rauwalejandro,252,Music,15000000.0,Spain,605400.0,876000.0,4.036,0,100,1
luvadepedreiro,253,FamilySports with a ball,15300000.0,Brazil,377500.0,855400.0,2.4673202614379086,0,100,1
ronaldinho,254,Sports with a ball,67400000.0,Brazil,108800.0,192300.0,0.16142433234421366,50,50,1
avneetkaur_13,255,Cinema & Actors/actresses,32299999.999999996,India,329900.0,402500.0,1.0213622291021673,0,100,1
xeesoxee,256,Lifestyle,9300000.0,Indonesia,1100000.0,1400000.0,11.827956989247312,0,100,1
daddyyankee,257,Music,45800000.0,Argentina,204400.0,284400.0,0.4462882096069869,50,50,1
iambeckyg,258,Music,32799999.999999996,Mexico,324200.0,389700.0,0.9884146341463417,50,50,1
xxxibgdrgn,259,PhotographyFashion,21200000.0,Indonesia,475600.0,602800.0,2.2433962264150944,0,100,1
ileana_official,260,Cinema & Actors/actresses,14900000.0,India,702100.0,852800.0,4.712080536912752,0,100,1
taeyeon_ss,261,Music,18700000.0,South Korea,559600.0,681100.0,2.992513368983957,0,100,1
sunnyleone,262,BeautyCinema & Actors/actresses,53100000.0,India,177100.0,238700.0,0.3335216572504708,50,50,1
soohyun_k216,263,Unknown,13700000.0,Indonesia,753300.0,918100.0,5.498540145985401,0,100,1
keniaos,264,Music,13600000.0,Mexico,712400.0,926900.0,5.238235294117647,0,100,1
maisa,265,Music,44000000.0,Brazil,210600.0,284700.0,0.47863636363636364,50,50,1
vickykaushal09,266,Cinema & Actors/actresses,14100000.0,India,752900.0,883900.0,5.339716312056737,0,100,1
riyaz.14,267,LifestyleArt/Artists,27300000.0,India,353400.0,460100.0,1.2945054945054946,0,100,1
sachintendulkar,268,Sports with a ballLifestyle,35100000.0,India,289900.0,346500.0,0.825925925925926,50,50,1
layzhang,269,Music,14200000.0,Indonesia,814800.0,865900.0,5.738028169014084,0,100,1
varundvn,270,Cinema & Actors/actresses,43200000.0,India,227700.0,279500.0,0.5270833333333333,50,50,1
trippieredd,271,Music,13100000.0,United States,472500.0,926000.0,3.606870229007634,0,100,1
clean_0828,272,Lifestyle,8000000.0,Indonesia,1200000.0,1500000.0,15.0,0,100,1
nayeonyny,273,Unknown,6600000.0,United States,0.0,1900000.0,0.0,50,50,1
angelrai07,274,Humor & Fun & Happiness,20500000.0,India,487200.0,587500.0,2.3765853658536584,0,100,1
chaeyo.0,275,Unknown,5800000.0,United States,0.0,2100000.0,0.0,50,50,1
liampayne,276,Music,24400000.0,United States,350900.0,489800.0,1.4381147540983608,0,100,1
lomon991111,277,Lifestyle,5700000.0,Unknown,0.0,2100000.0,0.0,50,50,1
psg,278,Sports with a ball,61200000.0,Brazil,113700.0,191800.0,0.1857843137254902,50,50,1
hi_sseulgi,279,Modeling,12500000.0,Indonesia,743900.0,932800.0,5.9512,0,100,1
charlieputh,280,Music,16500000.0,United States,491100.0,697700.0,2.9763636363636365,0,100,1
ashishchanchlani,281,Cinema & Actors/actresses,14600000.0,India,638400.0,780400.0,4.372602739726028,0,100,1
iammichelemorroneofficial,282,LifestyleCinema & Actors/actressesMusic,14900000.0,Brazil,534700.0,766600.0,3.588590604026846,0,100,1
_zyozyo,283,Unknown,5500000.0,United States,0.0,2100000.0,0.0,50,50,1
anguscloud,284,LifestyleMusic,8199999.999999999,United States,831000.0,1400000.0,10.134146341463415,0,100,1
shaymitchell,285,BeautyFamilyLifestyle,33800000.0,United States,234100.0,326700.0,0.692603550295858,50,50,1
kiaraaliaadvani,286,Cinema & Actors/actresses,24300000.0,India,400500.0,453700.0,1.6481481481481481,0,100,1
krisjenner,287,ShowsBeautyFamily,48900000.0,United States,148300.0,224200.0,0.3032719836400818,50,50,1
perrieedwards,288,Modeling,15500000.0,Brazil,452300.0,705700.0,2.918064516129032,0,100,1
yaocabrera,289,Computers & GadgetsBusiness & Careers,14700000.0,Argentina,342300.0,741500.0,2.3285714285714283,0,100,1
tenlee_1001,290,Music,9800000.0,Indonesia,877300.0,1100000.0,8.95204081632653,0,100,1
min9yu_k,291,Music,6900000.0,Indonesia,1300000.0,1600000.0,18.84057971014493,0,100,1
alexandradaddario,292,Cinema & Actors/actresses,22600000.0,India,388300.0,475100.0,1.7181415929203538,0,100,1
alidaei,293,Sports with a ball,9000000.0,Iran,739500.0,1200000.0,8.216666666666667,0,100,1
gatenm123,294,MusicCinema & Actors/actressesFashion,17000000.0,Brazil,474800.0,626700.0,2.7929411764705883,0,100,1
yaocabrera,295,Business & Careers,14300000.0,Argentina,343000.0,743500.0,2.3986013986013988,0,100,1
_rl9,296,Sports with a ball,26800000.0,Poland,312500.0,397100.0,1.166044776119403,0,100,1
bighit_ent,297,Music,13000000.0,Indonesia,660300.0,813900.0,5.079230769230769,0,100,1
kimjuncotton,298,Lifestyle,10300000.0,Indonesia,859100.0,1000000.0,8.340776699029126,0,100,1
whinderssonnunes,299,Humor & Fun & Happiness,58600000.0,Brazil,114500.0,179400.0,0.19539249146757678,50,50,1
jy_piece,300,Unknown,4800000.0,United States,0.0,2200000.0,0.0,50,50,1
imsebastianstan,301,ShowsCinema & Actors/actresses,9400000.0,United States,933100.0,1100000.0,9.926595744680851,0,100,1
therealcalebmclaughlin,302,Cinema & Actors/actressesLifestyle,14200000.0,United States,493300.0,724200.0,3.473943661971831,0,100,1
nct,303,Music,14400000.0,Indonesia,541400.0,709200.0,3.759722222222222,0,100,1
yuu_taa_1026,304,Unknown,8400000.0,Indonesia,950400.0,1200000.0,11.314285714285715,0,100,1
m_kayoung,305,Cinema & Actors/actresses,8300000.000000001,Indonesia,930300.0,1200000.0,11.208433734939756,0,100,1
yellow_3to3,306,LifestyleMusic,5900000.0,Indonesia,1400000.0,1700000.0,23.728813559322035,0,100,1
_mariahwasa,307,Unknown,8199999.999999999,Brazil,973800.0,1300000.0,11.875609756097562,0,100,1
rudeth,308,Humor & Fun & Happiness,6500000.0,United States,1000000.0,1600000.0,15.384615384615385,0,100,1
mont.pantoja,309,Unknown,12000000.0,Mexico,699700.0,832700.0,5.830833333333333,0,100,1
mariaalice,310,Unknown,7300000.0,Brazil,667500.0,1400000.0,9.143835616438356,0,100,1
enhypen,311,Music,10500000.0,Indonesia,678900.0,952400.0,6.465714285714286,0,100,1
realbarbarapalvin,312,ModelingFashion,17900000.0,Russia,412100.0,556000.0,2.3022346368715088,0,100,1
marktuan,313,MusicCinema & Actors/actressesModeling,12800000.0,Thailand,590800.0,776300.0,4.6156250000000005,0,100,1
maudyayunda,314,Music,16900000.0,Indonesia,394800.0,581300.0,2.336094674556213,0,100,1
bretmanrock,315,Art/ArtistsBeauty,18400000.0,United States,315500.0,531000.0,1.7146739130434783,0,100,1
elrodrigocontreras,316,Lifestyle,12900000.0,Mexico,684500.0,754700.0,5.3062015503875966,0,100,1
nct127,317,Music,14100000.0,Indonesia,555100.0,685800.0,3.9368794326241137,0,100,1
wwiinn_7,318,Unknown,7300000.0,Indonesia,1200000.0,1300000.0,16.43835616438356,0,100,1
lizasoberano,319,BeautyCinema & Actors/actressesModeling,17300000.0,Philippines,467400.0,557700.0,2.701734104046243,0,100,1
bellapoarch,320,LifestyleMusic,14100000.0,United States,502100.0,677800.0,3.560992907801418,0,100,1
bhuvan.bam22,321,Cinema & Actors/actresses,14800000.0,India,525400.0,650000.0,3.55,0,100,1
txt_bighit,322,Family,12500000.0,Indonesia,604800.0,763000.0,4.8384,0,100,1
dahhyunnee,323,Unknown,5300000.0,United States,0.0,1800000.0,0.0,50,50,1
jamescharles,324,Beauty,22900000.0,United States,282800.0,414000.0,1.234934497816594,0,100,1
taehyung.bighitentertainment,325,Management & MarketingMusic,10000000.0,Indonesia,909700.0,960700.0,9.097,0,100,1
postmalone,326,Music,22400000.0,United States,274800.0,420200.0,1.2267857142857144,0,100,1
ssinz7,327,MusicCinema & Actors/actresses,13700000.0,Indonesia,555700.0,683100.0,4.056204379562043,0,100,1
o.dembele7,328,Sports with a ball,10900000.0,Spain,503100.0,862300.0,4.615596330275229,0,100,1
ranveersingh,329,Cinema & Actors/actressesModelingClothing & Outfits,40100000.0,India,179200.0,233400.0,0.44688279301745637,50,50,1
jinyoung_0922jy,330,Music,9900000.0,Indonesia,725800.0,959700.0,7.331313131313132,0,100,1
luisasonza,331,MusicLifestyle,29500000.0,Brazil,198700.0,315700.0,0.6735593220338983,50,50,1
bellathorne,332,MusicArt/Artists,25400000.0,United States,217300.0,365000.0,0.855511811023622,50,50,1
ksi,333,Music,11600000.0,United Kingdom,565800.0,794000.0,4.877586206896551,0,100,1
kevindebruyne,334,Sports with a ball,18000000.0,United Kingdom,322400.0,499500.0,1.791111111111111,0,100,1
marvel,335,Cinema & Actors/actressesComics & sketchesShows,65400000.00000001,United States,115900.0,136600.0,0.17721712538226297,50,50,1
arigameplays,336,Unknown,11000000.0,Mexico,669100.0,803900.0,6.082727272727273,0,100,1
fedez,337,Music,14200000.0,Italy,449700.0,622100.0,3.166901408450704,0,100,1
prattprattpratt,338,Cinema & Actors/actresses,37400000.0,United States,180700.0,235100.0,0.4831550802139037,50,50,1
itzy.all.in.us,339,Music,17200000.0,Indonesia,414300.0,507300.0,2.4087209302325583,0,100,1
lestykejora,340,Music,25700000.0,Indonesia,263000.0,339000.0,1.0233463035019457,0,100,1
jbalvin,341,Music,52800000.0,Mexico,125000.0,163600.0,0.23674242424242425,50,50,1
kehlani,342,MusicFamily,14000000.0,United States,392300.0,611800.0,2.802142857142857,0,100,1
manchesterunited,343,Sports with a ball,59000000.0,United Kingdom,92300.0,145200.0,0.1564406779661017,50,50,1
peytonlist,344,Cinema & Actors/actresses,20200000.0,United States,281800.0,422700.0,1.3950495049504952,0,100,1
wi__wi__wi,345,LifestyleMusic,10100000.0,South Korea,691600.0,832200.0,6.847524752475248,0,100,1
dixiedamelio,346,MusicClothing & Outfits,25000000.0,United States,228900.0,335500.0,0.9156,50,50,1
vinniehacker,347,Lifestyle,5800000.0,United States,695700.0,1500000.0,11.994827586206897,0,100,1
madhuridixitnene,348,MusicCinema & Actors/actresses,32000000.0,India,225300.0,259600.00000000003,0.7040625,50,50,1
mathildtantot,349,LifestyleModeling,10200000.0,United States,533100.0,807000.0,5.226470588235294,0,100,1
keerthysureshofficial,350,FashionCinema & Actors/actresses,13400000.0,India,539300.0,616300.0,4.0246268656716415,0,100,1
ibaillanos,351,Art/Artists,7800000.0,Spain,725400.0,1000000.0,9.3,0,100,1
easymoneysniper,352,LifestyleSports with a ball,13100000.0,United States,325400.0,610900.0,2.483969465648855,0,100,1
michelleobama,353,Finance & EconomicsBusiness & CareersFamily,50300000.0,United States,144700.0,159800.0,0.2876739562624255,50,50,1
ross_lynch,354,MusicCinema & Actors/actresses,10200000.0,United States,392600.0,783800.0,3.849019607843137,0,100,1
attahalilintar,355,Art/ArtistsShows,23900000.0,Indonesia,243200.0,333300.0,1.0175732217573221,0,100,1
lizgillz,356,MusicCinema & Actors/actresses,14100000.0,Mexico,389500.0,563700.0,2.7624113475177308,0,100,1
cbum,357,Fitness & Gym,9000000.0,United States,542000.0,895000.0,6.022222222222222,0,100,1
hassan_reyvandi,358,Cinema & Actors/actressesHumor & Fun & Happiness,19500000.0,Iran,296500.0,410200.0,1.5205128205128204,0,100,1
nicki.nicole,359,Music,12200000.0,Argentina,439000.0,649500.0,3.598360655737705,0,100,1
demirose,360,ModelingLifestyleFashion,19900000.0,United States,305400.0,398200.0,1.5346733668341708,0,100,1
natashawilona12,361,Beauty,38900000.0,Indonesia,170100.0,200700.0,0.4372750642673522,50,50,1
lexibrookerivera,362,ShowsHumor & Fun & Happiness,8500000.0,United States,765000.0,956800.0,9.0,0,100,1
thebursin,363,Cinema & Actors/actresses,10700000.0,Russia,567800.0,741700.0,5.3065420560747665,0,100,1
imouniroy,364,Cinema & Actors/actresses,23900000.0,India,267800.0,324400.0,1.1205020920502093,0,100,1
yasmine_sabri,365,Cinema & Actors/actressesLifestyle,19400000.0,Egypt,286100.0,401700.0,1.4747422680412372,0,100,1
kevinhart4real,366,Cinema & Actors/actresses,148800000.0,United States,35500.0,52300.0,0.02385752688172043,80,20,1
sidmalhotra,367,Cinema & Actors/actressesModeling,19900000.0,India,311500.0,387100.0,1.565326633165829,0,100,1
sommerray,368,Modeling,26500000.0,United States,184700.0,289800.0,0.6969811320754717,50,50,1
brunamarquezine,369,Cinema & Actors/actresses,43100000.0,Brazil,105100.0,181800.0,0.24385150812064965,50,50,1
miguel.g.herran,370,Cinema & Actors/actresses,14100000.0,Brazil,362200.0,545500.0,2.5687943262411346,0,100,1
louispartridge_,371,Cinema & Actors/actresses,7600000.0,United States,691500.0,1000000.0,9.098684210526315,0,100,1
pubity,372,Humor & Fun & Happiness,31800000.0,United States,166000.0,241700.0,0.5220125786163522,50,50,1
taina,373,Music,16000000.0,Brazil,227900.0,475500.0,1.424375,0,100,1
alok,374,MusicArt/Artists,27700000.0,Brazil,215000.0,275500.0,0.776173285198556,50,50,1
camilo,375,Music,27500000.0,Argentina,173600.0,275400.0,0.6312727272727273,50,50,1
alwaysramcharan,376,Cinema & Actors/actresses,8100000.0,India,842700.0,944000.0,10.403703703703703,0,100,1
lilyjcollins,377,Cinema & Actors/actresses,27000000.0,United States,186700.0,277600.0,0.6914814814814815,50,50,1
lilnasx,378,Music,12500000.0,United States,358900.0,600800.0,2.8712,0,100,1
sportscenter,379,Sports with a ballShows,31300000.0,United States,132900.0,239600.0,0.4246006389776358,50,50,1
phil.coutinho,380,Sports with a ball,25000000.0,Brazil,182800.0,297700.0,0.7312,50,50,1
thenotoriousmma,381,Fitness & Gym,45800000.0,United States,110900.0,162900.0,0.2421397379912664,50,50,1
ms_puiyi,382,Adult content,18700000.0,United States,309100.0,395800.0,1.6529411764705884,0,100,1
mo.on_air,383,Unknown,4900000.0,Indonesia,1300000.0,1500000.0,26.53061224489796,0,100,-1
nickjonas,384,MusicArt/Artists,32900000.0,United States,155500.0,222300.0,0.472644376899696,50,50,1
hyunah_aa,385,Music,18100000.0,South Korea,339400.0,402900.0,1.8751381215469611,0,100,1
todayis_wendy,386,Unknown,6900000.0,Indonesia,892200.0,1100000.0,12.930434782608696,0,100,1
