Name,Rank,Category,Followers,Audience Country,Authentic Engagement,Engagement Avg.,Engagement Rate,Fake Score,Trust Score,Anomaly
weareone.exo,387,Music,10000000.0,Indonesia,579800.0,727900.0,5.798,0,100,1
lildurk,388,MusicArt/Artists,13900000.0,United States,186200.0,524500.0,1.339568345323741,0,100,1
hunterschafer,389,Unknown,7300000.0,United States,606200.0,998200.0,8.304109589041095,0,100,1
sadiomaneofficiel,390,Sports with a ball,11600000.0,United Kingdom,435700.0,621800.0,3.756034482758621,0,100,1
9gag,391,Humor & Fun & Happiness,58200000.0,Indonesia,95700.0,123400.0,0.16443298969072165,50,50,1
for_everyoung10,392,Lifestyle,5100000.0,Indonesia,1100000.0,1400000.0,21.568627450980394,0,100,1
caradelevingne,393,ModelingCinema & Actors/actresses,43000000.0,United States,120000.0,166500.0,0.27906976744186046,50,50,1
euphoria,394,Unknown,7900000.0,United States,566200.0,913700.0,7.167088607594936,0,100,1
saweetie,395,Cinema & Actors/actresses,13200000.0,United States,233700.0,542600.0,1.7704545454545455,0,100,1
daquan,396,Humor & Fun & Happiness,16800000.0,United States,272400.0,420300.0,1.6214285714285717,0,100,1
i_m_hendery,397,Unknown,6200000.0,United States,891400.0,1200000.0,14.377419354838711,0,100,1
darshanravaldz,398,Music,15300000.0,India,384900.0,465200.0,2.515686274509804,0,100,1
jadepicon,399,ModelingFashion,20700000.0,Brazil,160100.0,354700.0,0.7734299516908213,50,50,1
barbieferreira,400,LifestyleMusicCinema & Actors/actresses,6300000.0,United States,620000.0,1100000.0,9.841269841269842,0,100,1
i_m_hendery,401,Unknown,6200000.0,United States,891400.0,1200000.0,14.377419354838711,0,100,1
darshanravaldz,402,Music,15300000.0,India,384900.0,465200.0,2.515686274509804,0,100,1
kyo1122,403,Cinema & Actors/actresses,13300000.0,Indonesia,411600.0,524400.0,3.0947368421052635,0,100,1
barbieferreira,404,LifestyleMusicCinema & Actors/actresses,6300000.0,United States,620000.0,1100000.0,9.841269841269842,0,100,1
rakulpreet,405,Cinema & Actors/actressesModeling,22100000.0,India,267500.0,314500.0,1.2104072398190047,0,100,1
leaelui,406,ModelingLifestyle,11600000.0,India,358100.0,602100.0,3.087068965517241,0,100,1
simoneses,407,Music,34800000.0,Brazil,157900.0,200000.0,0.45373563218390806,50,50,1
marvelstudios,408,Cinema & Actors/actressesComics & sketches,37400000.0,India,163600.0,183000.0,0.43743315508021385,50,50,1
angeldimariajm,409,Sports with a ball,17900000.0,Argentina,259600.00000000003,381900.0,1.4502793296089387,0,100,1
juliette,410,Cinema & Actors/actresses,33700000.0,Brazil,130600.0,207700.0,0.3875370919881306,50,50,1
mingue.k,411,Shows,5800000.0,Indonesia,990900.0,1200000.0,17.084482758620688,0,100,1
obj,412,Sports with a ball,16200000.0,United States,219000.0,416000.0,1.3518518518518519,0,100,1
goar_avetisyan,413,Beauty,11600000.0,Russia,421300.0,583100.0,3.6318965517241377,0,100,1
yerimiese,414,Lifestyle,10700000.0,Indonesia,506000.0,627300.0,4.728971962616822,0,100,1
demetozdemir,415,Cinema & Actors/actresses,15300000.0,India,344400.0,439500.0,2.2509803921568627,0,100,1
burakozcivit,416,Cinema & Actors/actresses,21600000.0,Turkey,255600.0,309600.0,1.1833333333333333,0,100,1
gururandhawa,417,Music,32799999.999999996,India,163900.0,201600.0,0.4996951219512196,50,50,1
dntlrdl,418,Lifestyle,6500000.0,Indonesia,791200.0,1000000.0,12.172307692307692,0,100,1
yangyang_x2,419,Unknown,6400000.0,Indonesia,833100.0,1100000.0,13.017187499999999,0,100,1
rachel_mypark,420,Cinema & Actors/actresses,10200000.0,Indonesia,519299.99999999994,647000.0,5.091176470588234,0,100,1
parishilton,421,Modeling,19600000.0,United States,202500.0,334200.0,1.0331632653061225,0,100,1
jhope_bighitentertainment,422,Lifestyle,7900000.0,Brazil,753300.0,825800.0,9.535443037974684,0,100,1
evcenf,423,LifestyleBeauty,13200000.0,Turkey,389600.0,491500.0,2.9515151515151516,0,100,1
iynemliarasbulut,424,Cinema & Actors/actressesLifestyle,10300000.0,Turkey,447900.0,626100.0,4.348543689320388,0,100,1
yejinhand,425,Cinema & Actors/actresses,6900000.0,Indonesia,719200.0,935800.0,10.423188405797102,0,100,1
jin_bighitentertainment,426,Lifestyle,8199999.999999999,Indonesia,685500.0,779500.0,8.359756097560975,0,100,1
thibautcourtois,427,Sports with a ball,10700000.0,Spain,406400.0,589800.0,3.7981308411214956,0,100,1
kun11xd,428,Lifestyle,6700000.0,Indonesia,758300.0,947100.0,11.317910447761195,0,100,1
sonamkapoor,429,FashionModeling,33100000.0,India,159500.0,189300.0,0.4818731117824773,50,50,1
_shotaroo_,430,LifestyleMusic,5400000.0,Indonesia,907200.0,1200000.0,16.8,0,100,1
raphaelvarane,431,Sports with a ball,19100000.0,Spain,217300.0,326900.0,1.137696335078534,0,100,1
pugachevmark,432,Cars & MotorbikesLuxury,14100000.0,Russia,300300.0,441000.0,2.129787234042553,0,100,1
shehnaazgill,433,Cinema & Actors/actressesMusic,11600000.0,India,463700.0,586700.0,3.9974137931034486,0,100,1
thenewclassic,434,Music,16399999.999999998,United States,234900.0,379800.0,1.432317073170732,0,100,1
vanessahudgens,435,Cinema & Actors/actresses,46400000.0,United States,82000.0,133600.0,0.17672413793103448,50,50,1
mariabecerra,436,Music,9800000.0,Argentina,271800.0,641300.0,2.7734693877551018,0,100,1
jennaortega,437,Cinema & Actors/actressesLifestyle,8199999.999999999,United States,538900.0,767800.0,6.571951219512195,0,100,1
aron.piper,438,MusicLifestyle,13900000.0,Brazil,235900.0,444800.0,1.6971223021582733,0,100,1
_seorina,439,LifestyleCinema & Actors/actresses,6000000.0,South Korea,840100.0,1000000.0,14.001666666666669,0,100,1
teddysphotos,440,Music,39500000.0,United States,113400.0,155200.0,0.2870886075949367,50,50,1
larissamanoela,441,Cinema & Actors/actresses,46100000.0,Brazil,80800.0,132800.0,0.1752711496746204,50,50,1
paulwesley,442,Cinema & Actors/actresses,12300000.0,Brazil,330900.0,494300.0,2.6902439024390246,0,100,1
djxiao_888,443,Unknown,6900000.0,Indonesia,720300.0,901000.0,10.439130434782609,0,100,1
parineetichopra,444,Cinema & Actors/actresses,37000000.0,India,141300.0,164400.0,0.3818918918918919,50,50,1
romeosantos,445,Music,19200000.0,United States,259700.0,319700.0,1.3526041666666666,0,100,1
duki,446,Music,10100000.0,Argentina,390500.0,600800.0,3.866336633663366,0,100,1
conangray,447,Music,6400000.0,Brazil,639600.0,955400.0,9.99375,0,100,1
jessnolimit,448,Shows,7300000.0,Indonesia,698200.0,836500.0,9.564383561643835,0,100,1
k.kbeom,449,Unknown,5300000.0,Indonesia,931700.0,1100000.0,17.579245283018867,0,100,1
chiaraferragni,450,Beauty,27500000.0,Italy,129400.0,216300.0,0.47054545454545454,50,50,1
nadin_serovski,451,FamilyLifestyle,9400000.0,Russia,471300.0,648700.0,5.013829787234043,0,100,1
adamweitsman,452,Business & Careers,17500000.0,Russia,247000.0,337400.0,1.4114285714285715,0,100,1
anupamaparameswaran96,453,Cinema & Actors/actresses,12200000.0,India,421500.0,482200.0,3.4549180327868854,0,100,1
superstar_dewasi99,454,MusicCinema & Actors/actresses,12600000.0,India,297100.0,468800.0,2.357936507936508,0,100,1
offsetyrn,455,Music,19900000.0,United States,165600.0,295900.0,0.8321608040201005,50,50,1
angeldimariajm,456,Sports with a ball,17700000.0,Argentina,224300.0,331300.0,1.267231638418079,0,100,1
juanpazurita,457,Cinema & Actors/actresses,29800000.0,Mexico,138300.0,196700.0,0.4640939597315436,50,50,1
antogriezmann,458,Sports with a ball,36400000.0,Spain,99500.0,160900.0,0.2733516483516483,50,50,1
jungkook_bighitentertainment,459,Management & MarketingMusic,9500000.0,Brazil,550700.0,624900.0,5.796842105263158,0,100,1
ana_d_armas,460,Cinema & Actors/actressesLifestyle,7100000.0,United States,616300.0,834000.0,8.680281690140845,0,100,1
dkharbour,461,Cinema & Actors/actresses,8500000.0,United States,531600.0,696700.0,6.254117647058824,0,100,1
ldh_sky,462,Unknown,5600000.0,Indonesia,823700.0,1100000.0,14.708928571428572,0,100,1
aboflah,463,Humor & Fun & Happiness,7400000.0,Iraq,690300.0,829000.0,9.328378378378378,0,100,1
polo.capalot,464,MusicLifestyle,10500000.0,United States,335500.0,551700.0,3.1952380952380954,0,100,1
zefelipecantor,465,Music,24600000.0,Brazil,134500.0,236500.0,0.5467479674796748,50,50,1
yuyacst,466,Modeling,17200000.0,Mexico,218100.0,334700.0,1.2680232558139535,0,100,1
fuji_an,467,LifestyleFamily,11800000.0,Indonesia,205400.0,488200.0,1.7406779661016951,0,100,1
anahi,468,MusicModeling,9800000.0,Brazil,344700.0,605000.0,3.5173469387755105,0,100,1
kingbach,469,MusicArt/ArtistsCinema & Actors/actresses,22700000.0,United States,126400.0,253100.0,0.5568281938325991,50,50,1
yoona__lim,470,Cinema & Actors/actresses,13500000.0,Indonesia,352900.0,422900.0,2.6140740740740744,0,100,1
gianlucavacchi,471,Lifestyle,22400000.0,Brazil,166300.0,256100.00000000003,0.7424107142857143,50,50,1
xavi,472,Sports with a ball,9000000.0,Spain,428700.0,643000.0,4.763333333333334,0,100,1
anjimaxuofficially,473,Lifestyle,11500000.0,India,391100.0,499700.0,3.4008695652173913,0,100,1
khabib_nurmagomedov,474,Fitness & Gym,33500000.0,Russia,119800.0,168600.0,0.35761194029850746,50,50,1
jimmyfallon,475,ShowsHumor & Fun & Happiness,22400000.0,United States,201100.0,251000.0,0.8977678571428572,50,50,1
gusttavolima,476,Music,43800000.0,Brazil,77100.0,129699.99999999999,0.17602739726027397,50,50,1
julesleblanc,477,MusicShows,9700000.0,United States,404200.0,584600.0,4.16701030927835,0,100,1
ananyapanday,478,Cinema & Actors/actresses,23000000.0,India,207200.0,243100.0,0.9008695652173913,50,50,1
nickyjam,479,Music,43400000.0,Colombia,109300.0,129600.0,0.2518433179723502,50,50,1
travisbarker,480,Lifestyle,7600000.0,United States,521799.99999999994,738800.0,6.8657894736842096,0,100,1
nikefootball,481,Sports with a ballClothing & Outfits,45200000.0,Brazil,79100.0,122200.0,0.17500000000000002,50,50,1
juansguarnizo,482,Unknown,5900000.0,Mexico,873700.0,957200.0,14.808474576271186,0,100,1
thehughjackman,483,Cinema & Actors/actresses,30500000.0,United States,159100.0,180900.0,0.5216393442622951,50,50,1
c.syresmith,484,Cinema & Actors/actressesLifestyle,19100000.0,United States,186600.0,288200.0,0.9769633507853404,50,50,1
itsmarziapie,485,BeautyLifestyle,8300000.000000001,United States,574900.0,671600.0,6.926506024096385,0,100,1
jailyneojeda,486,ModelingLifestyle,14200000.0,United States,280500.0,387700.0,1.9753521126760563,0,100,1
yooncy1,487,Unknown,4900000.0,South Korea,938500.0,1100000.0,19.153061224489797,0,100,1
gioewbank,488,Cinema & Actors/actressesModeling,28400000.0,Brazil,121200.0,192700.0,0.4267605633802817,50,50,1
indiancricketteam,489,Sports with a ball,24600000.0,India,189900.0,221400.0,0.7719512195121951,50,50,1
yugyeom,490,MusicArt/ArtistsCinema & Actors/actresses,11400000.0,Thailand,373000.0,482600.0,3.2719298245614037,0,100,1
deiveleonardo,491,Literature & JournalismTrainers & Coaches,11700000.0,Brazil,255600.0,470900.0,2.1846153846153844,0,100,1
urvashirautela,492,Cinema & Actors/actresses,53000000.0,India,85700.0,103000.0,0.16169811320754715,50,50,1
aliiiiiiiikarimi8,493,Sports with a ball,9400000.0,Iran,390500.0,588000.0,4.154255319148936,0,100,1
fabriziorom,494,Literature & JournalismShows,8600000.0,Italy,368500.0,638000.0,4.284883720930233,0,100,1
sanchooo10,495,Sports with a ball,8600000.0,United Kingdom,362900.0,634000.0,4.219767441860465,0,100,1
joeyking,496,MusicCinema & Actors/actressesModeling,19000000.0,Brazil,195500.0,280300.0,1.0289473684210526,0,100,1
nianaguerrero,497,MusicKids & Toys,14200000.0,Indonesia,297500.0,373300.0,2.095070422535211,0,100,1
hshq,498,MusicCinema & Actors/actressesFashion,6300000.0,United States,488200.0,859000.0,7.749206349206348,0,100,1
lacasadepapel,499,ShowsCinema & Actors/actresses,12800000.0,Brazil,274800.0,412700.0,2.146875,0,100,1
fcbayern,500,Sports with a ball,33299999.999999996,Germany,109200.0,159400.0,0.32792792792792796,50,50,1
choi_seung_hyun_tttop,501,Unknown,14300000.0,Indonesia,316600.0,374600.0,2.213986013986014,0,100,1
vousmevoyez,502,MusicCinema & Actors/actresses,10300000.0,Indonesia,393900.0,510700.0,3.8242718446601947,0,100,1
pefabiodemelo,503,Lifestyle,25700000.0,Brazil,137500.0,207400.0,0.5350194552529183,50,50,1
rahulkl,504,Unknown,12300000.0,India,366100.0,427100.0,2.9764227642276424,0,100,1
donya,505,Fashion,15200000.0,Iran,231400.0,366400.0,1.5223684210526316,0,100,1
sav.labrant,506,FamilyLifestyleShows,7100000.0,United States,556400.0,744300.0,7.836619718309859,0,100,1
abdevilliers17,507,Sports with a ballLifestyle,18400000.0,India,245300.0,283600.0,1.3331521739130434,0,100,1
arishfakhan138,508,Cinema & Actors/actresses,29300000.0,India,145700.0,177900.0,0.49726962457337887,50,50,1
liamhemsworth,509,Cinema & Actors/actresses,13100000.0,United States,275900.0,391800.0,2.1061068702290076,0,100,1
iscoalarcon,510,Sports with a ball,24900000.0,Spain,142100.0,205900.0,0.5706827309236948,50,50,1
jimin_bighitentertainment,511,Unknown,8800000.0,Indonesia,528200.0,585100.0,6.002272727272727,0,100,1
lucasranngel,512,Lifestyle,19800000.0,Brazil,116900.0,258700.0,0.5904040404040404,50,50,1
dear.zia,513,Lifestyle,3700000.0,South Korea,1200000.0,1400000.0,32.432432432432435,0,100,-1
hakkiakdenizz,514,Business & Careers,23500000.0,Russia,149100.0,215100.0,0.634468085106383,50,50,1
dra.deolanebezerra,515,Lifestyle,14400000.0,Brazil,164700.0,352900.0,1.14375,0,100,1
jokowi,516,Finance & Economics,47400000.0,Indonesia,87300.0,107200.0,0.18417721518987343,50,50,1
nusr_et,517,Food & Cooking,46900000.0,Turkey,73600.0,108600.0,0.15692963752665245,50,50,1
fortnite,518,Computers & Gadgets,25900000.0,United States,165200.0,195400.0,0.6378378378378379,50,50,1
loud_victor,519,LifestyleSports with a ball,10700000.0,Brazil,372200.0,474100.0,3.478504672897196,0,100,1
cvillaloboss,520,ShowsCinema & Actors/actresses,20100000.0,Colombia,204100.0,250700.0,1.0154228855721392,0,100,1
dylansprouse,521,Cinema & Actors/actresses,9200000.0,United States,351000.0,551100.0,3.8152173913043477,0,100,1
melissamelmaia,522,Music,12900000.0,Brazil,213200.0,386600.0,1.6527131782945736,0,100,1
sofiaalcastro,523,ShowsCinema & Actors/actressesLifestyle,8800000.0,Colombia,424600.0,577900.0,4.825,0,100,1
litkillah,524,Music,7900000.0,Argentina,485700.0,640400.0,6.148101265822785,0,100,1
21savage,525,Music,13500000.0,United States,210600.0,370600.0,1.5599999999999998,0,100,1
amitabhbachchan,526,Cinema & Actors/actresses,30700000.0,India,141400.0,162600.0,0.46058631921824106,50,50,1
maya_hawke,527,Music,7300000.0,United States,501700.0,694600.0,6.872602739726028,0,100,1
tatawerneck,528,Cinema & Actors/actressesFamily,53600000.0,Brazil,58900.0,93300.0,0.10988805970149254,50,50,1
viihtube,529,Cinema & Actors/actresses,23500000.0,Brazil,112100.0,210600.0,0.4770212765957447,50,50,1
hm_son7,530,Sports with a ball,7400000.0,Brazil,417300.0,678800.0,5.63918918918919,0,100,1
davido,531,Music,24600000.0,Nigeria,148400.0,206500.0,0.6032520325203252,50,50,1
leonardodicaprio,532,Cinema & Actors/actresses,54200000.0,United States,74300.0,91100.0,0.1370848708487085,50,50,1
bernardokath,533,BeautyCinema & Actors/actressesFashion,17300000.0,Philippines,233700.0,282100.0,1.3508670520231214,0,100,1
chloegmoretz,534,Cinema & Actors/actresses,21100000.0,United States,173900.0,232300.0,0.8241706161137442,50,50,1
wizkidayo,535,Music,14900000.0,Nigeria,175200.0,340900.0,1.1758389261744968,0,100,1
melo,536,Sports with a ball,9000000.0,United States,269700.0,548100.0,2.9966666666666666,0,100,1
jimena.jimenezr,537,Unknown,5800000.0,Mexico,581100.0,839200.0,10.01896551724138,0,100,1
gessicakayane,538,ShowsHumor & Fun & Happiness,20000000.0,Brazil,117500.0,242600.0,0.5875,50,50,1
andreavaldirisos,539,LifestyleBeauty,8600000.0,Colombia,400100.0,569100.0,4.652325581395349,0,100,1
joaogomescantor,540,FamilyMusic,12800000.0,Brazil,137600.0,377300.0,1.075,0,100,1
quavohuncho,541,Music,21400000.0,United States,135800.0,222600.0,0.6345794392523365,50,50,1
travisbarker,542,Lifestyle,7600000.0,United States,446300.0,631500.0,5.872368421052632,0,100,1
caviarmagnat,543,Unknown,15100000.0,Russia,216800.0,313800.0,1.4357615894039735,0,100,1
suga_bighitentertainment,544,Music,7600000.0,Indonesia,558500.0,630300.0,7.348684210526316,0,100,1
pablogavi,545,Unknown,4700000.0,Unknown,0.0,1000000.0,0.0,50,50,1
netflixbrasil,546,ShowsCinema & Actors/actresses,31800000.0,Brazil,87800.0,149400.0,0.2761006289308176,50,50,1
ridwankamil,547,Literature & JournalismBusiness & CareersFinance & Economics,18400000.0,Indonesia,169000.0,257100.00000000003,0.9184782608695652,50,50,1
beautifuldestinations,548,PhotographyTravel,24700000.0,United States,142100.0,190600.0,0.5753036437246963,50,50,1
angelinajolie,549,Lifestyle,13200000.0,Brazil,216400.0,358500.0,1.6393939393939394,0,100,1
corinnakopf,550,Beauty,6700000.0,United States,461900.0,707100.0,6.894029850746268,0,100,1
angelinajolie,551,Family,13200000.0,Brazil,216400.0,358300.0,1.6393939393939394,0,100,1
asabopp,552,Cinema & Actors/actresses,5800000.0,Brazil,555700.0,812700.0,9.581034482758621,0,100,1
naileadevora,553,Shows,5200000.0,United States,613700.0,906700.0,11.801923076923076,0,100,1
lizakoshy,554,Cinema & Actors/actresses,20100000.0,United States,173400.0,231500.0,0.8626865671641791,50,50,1
marimaria,555,Beauty,20100000.0,Brazil,119700.0,230500.0,0.5955223880597015,50,50,1
ronaldo,556,Sports with a ball,23000000.0,Brazil,116600.0,201900.0,0.5069565217391304,50,50,1
gisele,557,ModelingFashionLifestyle,19400000.0,Brazil,161700.0,240100.0,0.8335051546391753,50,50,1
liverpoolfc,558,Sports with a ball,39500000.0,United Kingdom,82300.0,116700.0,0.20835443037974682,50,50,1
nehasharmaofficial,559,Cinema & Actors/actresses,14600000.0,India,274000.0,315200.0,1.8767123287671235,0,100,1
marcusrashford,560,Sports with a ball,12800000.0,United Kingdom,227900.0,360500.0,1.7804687499999998,0,100,1
golfarahani,561,Cinema & Actors/actresses,13400000.0,Iran,266400.0,343300.0,1.9880597014925374,0,100,1
fuckjerry,562,Humor & Fun & Happiness,16800000.0,United States,212200.0,274000.0,1.263095238095238,0,100,1
nazriyafahadh,563,Lifestyle,6100000.0,India,567200.0,759900.0,9.298360655737705,0,100,1
kyrieirving,564,Sports with a ball,16900000.0,United States,178900.0,271300.0,1.0585798816568048,0,100,1
xsqueezie,565,MusicLifestyle,7900000.0,France,499400.0,584200.0,6.321518987341772,0,100,1
actorsuriya,566,Cinema & Actors/actresses,4900000.0,India,731700.0,949400.0,14.93265306122449,0,100,1
easportsfifa,567,Sports with a ball,26700000.0,Spain,100500.0,169500.0,0.3764044943820225,50,50,1
nessabarrett,568,LifestyleMusic,7000000.0,United States,481000.0,651700.0,6.871428571428571,0,100,1
trentarnold66,569,Sports with a ball,7600000.0,United Kingdom,408400.0,598300.0,5.373684210526316,0,100,1
madisonbaileybabe,570,Lifestyle,6700000.0,United States,362400.0,678600.0,5.4089552238805965,0,100,1
jackharlow,571,LifestyleMusic,6700000.0,United States,360700.0,673900.0,5.383582089552238,0,100,1
victoriajustice,572,MusicCinema & Actors/actressesModeling,22700000.0,United States,144700.0,196800.0,0.6374449339207049,50,50,1
amauryguichon,573,Food & Cooking,9000000.0,United States,407200.0,497200.0,4.524444444444444,0,100,1
phoebejtonkin,574,BeautyCinema & Actors/actressesModeling,8400000.0,United States,373000.0,532600.0,4.440476190476191,0,100,1
vanessamorgan,575,MusicCinema & Actors/actresses,9500000.0,United States,330500.0,470700.0,3.478947368421052,0,100,1
smriti_mandhana,576,Sports with a ball,6200000.0,India,621300.0,720200.0,10.020967741935484,0,100,1
shreyaghoshal,577,Music,24400000.0,India,160200.0,180300.0,0.6565573770491803,50,50,1
achrafhakimi,578,Sports with a ball,9900000.0,Morocco,304100.0,446800.0,3.0717171717171716,0,100,1
aleoliveiracm,579,Humor & Fun & Happiness,8400000.0,Brazil,214900.0,549800.0,2.558333333333333,0,100,1
xuminghao_o,580,Music,4900000.0,Indonesia,721900.0,910300.0,14.732653061224491,0,100,1
nita_shilimkar,581,FashionModeling,11300000.0,India,289800.0,383000.0,2.5646017699115045,0,100,1
jeromepolin,582,EducationHumor & Fun & Happiness,6900000.0,Indonesia,429800.0,630400.0,6.228985507246377,0,100,1
sound_of_coups,583,Unknown,3900000.0,Indonesia,863900.0,1100000.0,22.151282051282053,0,100,1
aishwaryaraibachchan_arb,584,Cinema & Actors/actresses,10400000.0,India,320200.0,408700.0,3.078846153846154,0,100,1
emiliamernes,585,Music,6000000.0,Argentina,379600.0,714300.0,6.326666666666666,0,100,1
geewonii,586,Unknown,7600000.0,Indonesia,428000.0,563400.0,5.631578947368421,0,100,1
markiplier,587,Shows,10400000.0,United States,355400.0,404700.0,3.4173076923076926,0,100,1
jairmessiasbolsonaro,588,Finance & EconomicsBusiness & Careers,20200000.0,Brazil,151600.0,213100.0,0.7504950495049505,50,50,1
loganpaul,589,Fitness & Gym,23300000.0,United States,135000.0,179700.0,0.5793991416309012,50,50,1
klaythompson,590,Sports with a ballLifestyle,12900000.0,United States,223300.0,324200.0,1.7310077519379845,0,100,1
malutrevejo,591,Music,11600000.0,United States,201400.0,361200.0,1.736206896551724,0,100,1
virgilvandijk,592,Sports with a ball,12300000.0,United Kingdom,238500.0,338600.0,1.9390243902439024,0,100,1
frenkiedejong,593,Sports with a ball,10600000.0,Spain,262400.0,393900.0,2.4754716981132074,0,100,1
karelyruiz,594,Lifestyle,6400000.0,Mexico,525700.0,660200.0,8.214062499999999,0,100,1
ciara,595,MusicModelingArt/Artists,32299999.999999996,United States,95700.0,129199.99999999999,0.2962848297213623,50,50,1
joshu_acoustic,596,Music,4200000.0,Unknown,0.0,1000000.0,0.0,50,50,1
actorprabhas,597,Unknown,8600000.0,India,434200.0,486000.0,5.0488372093023255,0,100,1
avani,598,BeautyLifestyle,18900000.0,United States,160800.0,216900.0,0.8507936507936508,50,50,1
jensenackles,599,Cinema & Actors/actresses,9600000.0,United States,336900.0,438300.0,3.509375,0,100,1
jaybnow.hr,600,Music,6900000.0,Brazil,463300.0,607300.0,6.714492753623189,0,100,1
jensenackles,601,Cinema & Actors/actresses,9600000.0,United States,336900.0,438300.0,3.509375,0,100,1
jaybnow.hr,602,Music,6900000.0,Brazil,463300.0,607300.0,6.714492753623189,0,100,1
missasinfonia,603,Cinema & Actors/actresses,5400000.0,Mexico,688600.0,771800.0,12.751851851851853,0,100,1
mattyperry4,604,Unknown,7900000.0,Brazil,387200.0,528600.0,4.9012658227848105,0,100,1
__youngbae__,605,Music,13400000.0,Indonesia,269600.0,304700.0,2.011940298507463,0,100,1
zoeisabellakravitz,606,Cinema & Actors/actresses,8500000.0,United States,318500.0,483300.0,3.7470588235294118,0,100,1
premierleague,607,Sports with a ball,57900000.0,United Kingdom,47800.0,69800.0,0.08255613126079447,50,50,1
catherinemcbroom,608,Family,7400000.0,United States,324500.0,558000.0,4.385135135135135,0,100,1
nehasharmaofficial,609,Cinema & Actors/actresses,14600000.0,India,240800.0,276200.0,1.6493150684931506,0,100,1
ridwankamil,610,Literature & JournalismBusiness & CareersFinance & Economics,18300000.0,Indonesia,145400.0,220600.0,0.7945355191256831,50,50,1
kit.connor,611,Cinema & Actors/actresses,4300000.0,United States,570100.0,944600.0,13.25813953488372,0,100,1
toni.kr8s,612,Sports with a ball,34200000.0,Germany,85800.0,117100.0,0.25087719298245614,50,50,1
memezar,613,Cinema & Actors/actresses,23400000.0,United States,114900.0,171000.0,0.49102564102564106,50,50,1
dew_jsu,614,Cinema & Actors/actresses,6100000.0,Indonesia,495500.0,666300.0,8.12295081967213,0,100,1
amadorat,615,FashionLifestyleBeauty,8199999.999999999,Mexico,434700.0,485500.0,5.301219512195122,0,100,1
urstrulymahesh,616,Cinema & Actors/actresses,8700000.0,India,419800.0,461900.0,4.825287356321839,0,100,1
xuminghao_o,617,Music,4800000.0,Indonesia,659900.0,832000.0,13.747916666666669,0,100,1
theslumpgod,618,Music,5400000.0,United States,428600.0,745400.0,7.937037037037037,0,100,1
tiffanyyoungofficial,619,ModelingFashion,12300000.0,Indonesia,255700.0,320300.0,2.0788617886178864,0,100,1
juventus,620,Sports with a ball,54000000.0,India,48400.0,72300.0,0.08962962962962963,50,50,1
iam_linyi,621,Unknown,3900000.0,Indonesia,768100.0,1000000.0,19.694871794871798,0,100,1
angeliqueboyer,622,ShowsCinema & Actors/actresses,14200000.0,Brazil,219500.0,275900.0,1.545774647887324,0,100,1
pozevidalouca,623,LifestylePhotography,7000000.0,Brazil,228500.0,574000.0,3.2642857142857142,0,100,1
narins_beauty,624,Lifestyle,9000000.0,Syria,362000.0,442000.0,4.022222222222222,0,100,1
bhadbhabie,625,Music,16399999.999999998,United States,125700.0,236200.0,0.7664634146341465,50,50,1
otabek_muhammadalievich,626,Unknown,20000000.0,Russia,144500.0,195200.0,0.7224999999999999,50,50,1
sushitrash,627,Music,6300000.0,United States,511300.0,624900.0,8.115873015873015,0,100,1
djsnake,628,Music,9500000.0,India,345000.0,409900.0,3.6315789473684212,0,100,1
kareenakapoorkhan,629,FamilyCinema & Actors/actresses,9400000.0,India,333600.0,415800.0,3.548936170212766,0,100,1
dindahw,630,Cinema & Actors/actresses,14500000.0,Indonesia,177000.0,264800.0,1.2206896551724138,0,100,1
chrismcg,631,Unknown,10600000.0,United States,163700.0,360400.0,1.5443396226415096,0,100,1
aslisona,632,Cinema & Actors/actressesLifestyle,23000000.0,India,137300.0,166800.0,0.5969565217391304,50,50,1
f1,633,Racing Sports,19800000.0,Italy,150800.0,191700.0,0.7616161616161616,50,50,1
davidalaba,634,Sports with a ball,10100000.0,Spain,264500.0,374900.0,2.618811881188119,0,100,1
haifawehbe,635,Music,10100000.0,Iraq,258500.0,378200.0,2.5594059405940595,0,100,1
zo,636,Sports with a ball,14200000.0,United States,147900.0,267100.0,1.041549295774648,0,100,1
felipeneto,637,Lifestyle,16000000.0,Brazil,167800.0,237500.0,1.04875,0,100,1
jaspritb1,638,Lifestyle,9800000.0,India,339200.0,390100.0,3.4612244897959186,0,100,1
maudeapatow,639,LifestyleCinema & Actors/actresses,4900000.0,United States,471400.0,780400.0,9.620408163265306,0,100,1
taylor_hill,640,Art/ArtistsFashionModeling,19900000.0,United States,126900.0,189400.0,0.6376884422110553,50,50,1
regejean,641,Cinema & Actors/actressesMusic,6300000.0,Brazil,380700.0,603300.0,6.042857142857143,0,100,1
anupamaparameswaran96,642,Cinema & Actors/actresses,12200000.0,India,267700.0,306700.0,2.194262295081967,0,100,1
vikkialchester,643,Music,11000000.0,Russia,279300.0,339900.0,2.539090909090909,0,100,1
